country,date,decklist,event,format,hero,result,deck_link,event_type,deck_id
Switzerland,01 Dec 2024,Daja Todesco – Jarl Vetreiđi – Battle Hardened: Geneva,Battle Hardened: Geneva,Classic Constructed,Jarl Vetreiði,5th,https://fabtcg.com/decklists/daja-todesco-jarl-vetreidi-battle-hardened-geneva/ ,battle hardened,323a425ff5e3b7ed5cb591d4a6d5865c_DT–JV–BHGeneva5th
France,01 Dec 2024,"Evan Tanguy – Nuu, Alluring Desire – Battle Hardened: Geneva",Battle Hardened: Geneva,Classic Constructed,"Nuu, Alluring Desire",5th,https://fabtcg.com/decklists/evan-tanguy-nuu-alluring-desire-battle-hardened-geneva/ ,battle hardened,acebb2efe0bbc00abbbe5f5704a21236_ET–NAD–BHGeneva5th
Switzerland,01 Dec 2024,"Lancelot Errico – Aurora, Shooting Star – Battle Hardened: Geneva",Battle Hardened: Geneva,Classic Constructed,"Aurora, Shooting Star",5th,https://fabtcg.com/decklists/lancelot-errico-aurora-shooting-star-battle-hardened-geneva/ ,battle hardened,d62982784a50cc89bb8339450ee82472_LE–ASS–BHGeneva5th
France,01 Dec 2024,"Thomas Vuillaumier – Levia, Shadowborn Abomination – Battle Hardened: Geneva",Battle Hardened: Geneva,Classic Constructed,"Levia, Shadowborn Abomination",5th,https://fabtcg.com/decklists/thomas-vuillaumier-levia-shadowborn-abomination-battle-hardened-geneva/ ,battle hardened,157773bc69ca403b005fef03873711b6_TV–LSA–BHGeneva5th
Hong Kong,30 Nov 2024,"Eugene C – Kayo, Berserker Runt – Skirmish S10",Skirmish Season 10,Blitz,"Kayo, Berserker Runt",1st,https://fabtcg.com/decklists/eugene-c-kayo-berserker-runt-skirmish-season-10/ ,skirmish,7e337b6b55bc47d46854dfe611d960b9_EC–KBR–SS101st
Japan,30 Nov 2024,"Xavier McLean – Chane, Bound by Shadow – Skirmish S10",Skirmish Season 10,Living Legend,"Chane, Bound by Shadow",1st,https://fabtcg.com/decklists/xavier-mclean-chane-bound-by-shadow-skirmish-season-10/ ,skirmish,53a6acebe5dff00b83b0b778126fe2e0_XM–CBbS–SS101st
United States of America,24 Nov 2024,John Zapata – Iyslander – Battle Hardened: Portland,Battle Hardened: Portland,Commoner,Iyslander,1st,https://fabtcg.com/decklists/john-zapata-iyslander-battle-hardened-portland/ ,battle hardened,85927ab247f21a6be9e0e304baa6ba19_JZ–I–BHPortland1st
United States of America,24 Nov 2024,Brodie Spurlock – Oldhim – Battle Hardened: Portland,Battle Hardened: Portland,Commoner,Oldhim,2nd,https://fabtcg.com/decklists/brodie-spurlock-oldhim-battle-hardened-portland/ ,battle hardened,010697ef9e258df86097743b7d7d01bc_BS–O–BHPortland2nd
United States of America,24 Nov 2024,Luke Manship – Chane – Battle Hardened: Portland,Battle Hardened: Portland,Commoner,Chane,3rd,https://fabtcg.com/decklists/luke-manship-chane-battle-hardened-portland/ ,battle hardened,5fdc293ebf0411c19663b19b1ed962f2_LM–C–BHPortland3rd
Canada,24 Nov 2024,Nghia Tran – Iyslander – Battle Hardened: Portland,Battle Hardened: Portland,Commoner,Iyslander,3rd,https://fabtcg.com/decklists/nghia-tran-iyslander-battle-hardened-portland/ ,battle hardened,697d44b92ca6932226a8cc536a7e6cc6_NT–I–BHPortland3rd
United States of America,24 Nov 2024,"Ben Black – Ira, Crimson Haze – Battle Hardened: Portland",Battle Hardened: Portland,Commoner,"Ira, Crimson Haze",5th,https://fabtcg.com/decklists/ben-black-ira-crimson-haze-battle-hardened-portland/ ,battle hardened,4ad3da24b90d5b2f86bd9d3dc47ae24b_BB–ICH–BHPortland5th
United States of America,24 Nov 2024,Eric Dauernnheim – Isylander – Battle Hardened: Portland,Battle Hardened: Portland,Commoner,Iyslander,5th,https://fabtcg.com/decklists/eric-dauernnheim-isylander-battle-hardened-portland/ ,battle hardened,3586a88034ea9c6e8657f3e2cc8d50dc_ED–I–BHPortland5th
Canada,24 Nov 2024,Ian Smith – Chane – Battle Hardened: Portland,Battle Hardened: Portland,Commoner,Chane,5th,https://fabtcg.com/decklists/ian-smith-chane-battle-hardened-portland/ ,battle hardened,068be129f9b1a886561bab5df15bc514_IS–C–BHPortland5th
Canada,24 Nov 2024,Shawn Dhaliwal – Iyslander – Battle Hardened: Portland,Battle Hardened: Portland,Commoner,Iyslander,5th,https://fabtcg.com/decklists/shawn-dhaliwal-iyslander-battle-hardened-portland/ ,battle hardened,a29cb55344b8ab8041f5389851452e68_SD–I–BHPortland5th
Sweden,24 Nov 2024,"Jacob Trossing – Zen, Tamer of Purpose – Battle Hardened: Stockholm",Battle Hardened: Stockholm,Classic Constructed,"Zen, Tamer of Purpose",1st,https://fabtcg.com/decklists/jacob-trossing-zen-tamer-of-purpose-battle-hardened-stockholm/ ,battle hardened,cdfed2410808f6f8f153e6a0529518b5_JT–ZToP–BHStockholm1st
Finland,24 Nov 2024,"Mika Vainio – Ser Boltyn, Breaker of Dawn – Battle Hardened: Stockholm",Battle Hardened: Stockholm,Classic Constructed,"Ser Boltyn, Breaker of Dawn",2nd,https://fabtcg.com/decklists/mika-vainio-ser-boltyn-breaker-of-dawn-battle-hardened-stockholm/ ,battle hardened,fc79292d77be17507c43dd8a11966a49_MV–SBBoD–BHStockholm2nd
Sweden,24 Nov 2024,"Jesper Lindström – Zen, Tamer of Purpose – Battle Hardened: Stockholm",Battle Hardened: Stockholm,Classic Constructed,"Zen, Tamer of Purpose",3rd,https://fabtcg.com/decklists/jesper-lindstrom-zen-tamer-of-purpose-battle-hardened-stockholm/ ,battle hardened,c8c2a0aaf4174351869590779a4d423a_JL–ZToP–BHStockholm3rd
Iceland,24 Nov 2024,"Hugi Hlynsson – Kayo, Armed and Dangerous – Battle Hardened: Stockholm",Battle Hardened: Stockholm,Classic Constructed,"Kayo, Armed and Dangerous",3rd,https://fabtcg.com/decklists/hugi-hlynsson-kayo-armed-and-dangerous-battle-hardened-stockholm/ ,battle hardened,b440c179722f781baf0aee71971ba5ee_HH–KAaD–BHStockholm3rd
Poland,24 Nov 2024,"Paweł Kręcki – Viserai, Rune Blood – Battle Hardened: Stockholm",Battle Hardened: Stockholm,Classic Constructed,"Viserai, Rune Blood",5th,https://fabtcg.com/decklists/pawel-krecki-viserai-rune-blood-battle-hardened-stockholm/ ,battle hardened,6e36b5a603be74fef53f46ccd07f07fd_PK–VRB–BHStockholm5th
Sweden,24 Nov 2024,"Niklas Astner – Enigma, Ledger of Ancestry – Battle Hardened: Stockholm",Battle Hardened: Stockholm,Classic Constructed,"Enigma, Ledger of Ancestry",5th,https://fabtcg.com/decklists/niklas-astner-enigma-ledger-of-ancestry-battle-hardened-stockholm/ ,battle hardened,f521a7549f0cab6f96c905a7a20e0498_NA–ELoA–BHStockholm5th
Poland,24 Nov 2024,"Michał Biereg – Ira, Scarlet Revenger – Battle Hardened: Stockholm",Battle Hardened: Stockholm,Classic Constructed,"Ira, Scarlet Revenger",5th,https://fabtcg.com/decklists/michal-biereg-ira-scarlet-revenger-battle-hardened-stockholm/ ,battle hardened,0c7ff315ed66216ddca83f49f6f7761b_MB–ISR–BHStockholm5th
Denmark,24 Nov 2024,"Simon Nielsen – Zen, Tamer of Purpose – Battle Hardened: Stockholm",Battle Hardened: Stockholm,Classic Constructed,"Zen, Tamer of Purpose",5th,https://fabtcg.com/decklists/simon-nielsen-zen-tamer-of-purpose-battle-hardened-stockholm/ ,battle hardened,9bccdf5608b77ae26d2c91603c90036d_SN–ZToP–BHStockholm5th
United States of America,23 Nov 2024,"Michael Feng – Enigma, Ledger of Ancestry – Calling: Portland",Calling: Portland,Classic Constructed,"Enigma, Ledger of Ancestry",1st,https://fabtcg.com/decklists/michael-feng-enigma-ledger-of-ancestry-calling-portland/ ,calling,c0eaf2c939351a548b02102111f2a931_MF–ELoA–CPortland1st
Canada,23 Nov 2024,"Victor Mercado – Nuu, Alluring Desire – Calling: Portland",Calling: Portland,Classic Constructed,"Nuu, Alluring Desire",2nd,https://fabtcg.com/decklists/victor-mercado-nuu-alluring-desire-calling-portland/ ,calling,8d815234ecd69e2647e0270ad95e33ae_VM–NAD–CPortland2nd
Canada,23 Nov 2024,"Tariq Patel – Enigma, Ledger of Ancestry – Calling: Portland",Calling: Portland,Classic Constructed,"Enigma, Ledger of Ancestry",3rd,https://fabtcg.com/decklists/tariq-patel-enigma-ledger-of-ancestry-calling-portland/ ,calling,b1e0e8c1ccb103c6f29f0dbfad2709e5_TP–ELoA–CPortland3rd
United States of America,23 Nov 2024,"Jude Cornett – Zen, Tamer of Purpose – Calling: Portland",Calling: Portland,Classic Constructed,"Zen, Tamer of Purpose",3rd,https://fabtcg.com/decklists/jude-cornett-zen-tamer-of-purpose-calling-portland/ ,calling,ee2d6bd13ec2267527b7ccaa053598de_JC–ZToP–CPortland3rd
United States of America,23 Nov 2024,Thaminda Edirisooriya – Dash I/O – Calling: Portland,Calling: Portland,Classic Constructed,Dash I/O,5th,https://fabtcg.com/decklists/thaminda-edirisooriya-dash-io-calling-portland/ ,calling,a46e9329e2b9511cdfc6ce20c221ae6e_TE–DI–CPortland5th
United States of America,23 Nov 2024,"David Bruner – Enigma, Ledger of Ancestry – Calling: Portland",Calling: Portland,Classic Constructed,"Enigma, Ledger of Ancestry",5th,https://fabtcg.com/decklists/david-bruner-enigma-ledger-of-ancestry-calling-portland/ ,calling,13d9aa14e1335ea63457cf2bbebf3105_DB–ELoA–CPortland5th
United States of America,23 Nov 2024,"Cody Williams – Zen, Tamer of Purpose – Calling: Portland",Calling: Portland,Classic Constructed,"Zen, Tamer of Purpose",5th,https://fabtcg.com/decklists/cody-williams-zen-tamer-of-purpose-calling-portland/ ,calling,fef455e89c8d5948282ae1f6b8b992fd_CW–ZToP–CPortland5th
United States of America,23 Nov 2024,"Jacob Kissel – Azalea, Ace in the Hole – Calling: Portland",Calling: Portland,Classic Constructed,"Azalea, Ace in the Hole",5th,https://fabtcg.com/decklists/jacob-kissel-azalea-ace-in-the-hole-calling-portland/ ,calling,f0a8a63475a26990b366c2544c3b57af_JK–AAitH–CPortland5th
United States of America,23 Nov 2024,Dennis Pham – Chane – Commoner Gold Foil,Commoner Gold Foil,Commoner,Chane,1st,https://fabtcg.com/decklists/dennis-pham-chane-commoner-gold-foil/ ,commoner,3fcff9ea2205bbf698ed4b31694652ed_DP–C–CGFoil1st
Brazil,21 Nov 2024,Dumpster Dive – Show Some Skin,Dumpster Dive #8: Don't Play These Decks at Portland!,Commoner,Betsy,not informed,https://fabtcg.com/decklists/dumpster-dive-show-some-skin/ ,dumpster dive,14551d2696d25c3042c8bcf609c68896_DD–SSSkin
United States of America,21 Nov 2024,Dumpster Dive – Haber-DASH-ery,Dumpster Dive #8: Don't Play These Decks at Portland!,Commoner,"Dash, Database",not informed,https://fabtcg.com/decklists/dumpster-dive-haber-dash-ery/ ,dumpster dive,f2b187c47a1e37d6e8a303135c50ed0c_DD–Haber-DASH-ery
United States of America,21 Nov 2024,Dumpster Dive – Fake Plastic Dragons,Dumpster Dive #8: Don't Play These Decks at Portland!,Commoner,Dromai,not informed,https://fabtcg.com/decklists/dumpster-dive-fake-plastic-dragons/ ,dumpster dive,c411c29795c4c33737bd0c935ed25663_DD–FPDragons
United States of America,17 Nov 2024,"Dan Groseclose – Zen, Tamer of Purpose – Battle Hardened: Columbus",Battle Hardened: Columbus,Living Legend,"Zen, Tamer of Purpose",1st,https://fabtcg.com/decklists/dan-groseclose-zen-tamer-of-purpose-battle-hardened-columbus/ ,battle hardened,8a2d2b53306832fc839a749e71e92735_DG–ZToP–BHColumbus1st
United States of America,17 Nov 2024,"Christopher Iaali – Viserai, Rune Blood – Battle Hardened: Columbus",Battle Hardened: Columbus,Living Legend,"Viserai, Rune Blood",2nd,https://fabtcg.com/decklists/christopher-iaali-viserai-rune-blood-battle-hardened-columbus/ ,battle hardened,6d23b60997ef735264c20b231fac7e90_CI–VRB–BHColumbus2nd
United States of America,17 Nov 2024,"Michael Hamilton – Viserai, Rune Blood – Battle Hardened: Columbus",Battle Hardened: Columbus,Living Legend,"Viserai, Rune Blood",3rd,https://fabtcg.com/decklists/michael-hamilton-viserai-rune-blood-battle-hardened-columbus/ ,battle hardened,d1cbe2f733142e9d57a1f9e13eef54d6_MH–VRB–BHColumbus3rd
United States of America,17 Nov 2024,"Wyatt Goehring – Zen, Tamer of Purpose – Battle Hardened: Columbus",Battle Hardened: Columbus,Living Legend,"Zen, Tamer of Purpose",3rd,https://fabtcg.com/decklists/wyatt-goehring-zen-tamer-of-purpose-battle-hardened-columbus/ ,battle hardened,6cf485e4abff1fa9626cbf99a0133faa_WG–ZToP–BHColumbus3rd
United States of America,17 Nov 2024,"Kevin Brayer – Chane, Bound by Shadow – Battle Hardened: Columbus",Battle Hardened: Columbus,Living Legend,"Chane, Bound by Shadow",5th,https://fabtcg.com/decklists/kevin-brayer-chane-bound-by-shadow-battle-hardened-columbus/ ,battle hardened,ecba332d4dbec716a55158a6fe271cbd_KB–CBbS–BHColumbus5th
United States of America,17 Nov 2024,"Roger Bodee – Bravo, Star of the Show – Battle Hardened: Columbus",Battle Hardened: Columbus,Living Legend,"Bravo, Star of the Show",5th,https://fabtcg.com/decklists/roger-bodee-bravo-star-of-the-show-battle-hardened-columbus/ ,battle hardened,737f847b2c2a165acb5098f5e94c5a2a_RB–BSotS–BHColumbus5th
United States of America,17 Nov 2024,"Zack Phillips – Aurora, Shooting Star – Battle Hardened: Columbus",Battle Hardened: Columbus,Living Legend,"Aurora, Shooting Star",5th,https://fabtcg.com/decklists/zack-phillips-aurora-shooting-star-battle-hardened-columbus/ ,battle hardened,02b18ed5b4b8bddc612703b88dc8a952_ZP–ASS–BHColumbus5th
United States of America,17 Nov 2024,"Lucas Barding – Chane, Bound by Shadow – Battle Hardened: Columbus",Battle Hardened: Columbus,Living Legend,"Chane, Bound by Shadow",5th,https://fabtcg.com/decklists/lucas-barding-chane-bound-by-shadow-battle-hardened-columbus/ ,battle hardened,c7d4095684244a537e8bbdf356cd4232_LB–CBbS–BHColumbus5th
Sweden,17 Nov 2024,"Erika Forslöf – Blaze, Firemind – Battle Hardened: Florence",Battle Hardened: Florence,Blitz,"Blaze, Firemind",1st,https://fabtcg.com/decklists/erika-forslof-blaze-firemind-battle-hardened-florence/ ,battle hardened,67f40ea40fc248823d539b092c4a424c_EF–BF–BHFlorence1st
Germany,17 Nov 2024,"Alexander Hempelmann – Blaze, Firemind – Battle Hardened: Florence",Battle Hardened: Florence,Blitz,"Blaze, Firemind",2nd,https://fabtcg.com/decklists/alexander-hempelmann-blaze-firemind-battle-hardened-florence/ ,battle hardened,cdbf5999f44ab8302d7e7d6670d78278_AH–BF–BHFlorence2nd
Germany,17 Nov 2024,Thomas Preyer – Data Doll MKII – Battle Hardened: Florence,Battle Hardened: Florence,Blitz,Data Doll MKII,3rd,https://fabtcg.com/decklists/thomas-preyer-data-doll-mkii-battle-hardened-florence/ ,battle hardened,1e57bf8db4c8bdb2d51bf57eecd37f9b_TP–DDM–BHFlorence3rd
Italy,17 Nov 2024,Alessandro Pistelli – Victor Goldmane – Battle Hardened: Florence,Battle Hardened: Florence,Blitz,Victor Goldmane,3rd,https://fabtcg.com/decklists/alessandro-pistelli-victor-goldmane-battle-hardened-florence/ ,battle hardened,d2adbf9845728c03434bedc1b3a5019d_AP–VG–BHFlorence3rd
United Kingdom,17 Nov 2024,Emlyn Ingram – Kayo – Battle Hardened: Florence,Battle Hardened: Florence,Blitz,Kayo,5th,https://fabtcg.com/decklists/emlyn-ingram-kayo-battle-hardened-florence/ ,battle hardened,5a0ffd3369be8ad45b142ec7f9f02a63_EI–K–BHFlorence5th
Italy,17 Nov 2024,Stefano Meoni – Kayo – Battle Hardened: Florence,Battle Hardened: Florence,Blitz,Kayo,5th,https://fabtcg.com/decklists/stefano-meoni-kayo-battle-hardened-florence/ ,battle hardened,f28e375a9c82927bcedcf1c7fc26b773_SM–K–BHFlorence5th
Netherlands,17 Nov 2024,Robert Crone – Aurora – Battle Hardened: Florence,Battle Hardened: Florence,Blitz,Aurora,5th,https://fabtcg.com/decklists/robert-crone-aurora-battle-hardened-florence/ ,battle hardened,1d1a50919e6d6205c1ea216b81976ee2_RC–A–BHFlorence5th
Italy,17 Nov 2024,"Antonio Kutter – Blaze, Firemind – Battle Hardened: Florence",Battle Hardened: Florence,Blitz,"Blaze, Firemind",5th,https://fabtcg.com/decklists/antonio-kutter-blaze-firemind-battle-hardened-florence/ ,battle hardened,5603ac88994d1eb1f52f9da412ccfb05_AK–BF–BHFlorence5th
Italy,17 Nov 2024,"Eugenio Papavero Crusca – Ira, Crimson Haze – Commoner Gold Foil",Commoner Gold Foil,Commoner,"Ira, Crimson Haze",1st,https://fabtcg.com/decklists/eugenio-papavero-crusca-ira-crimson-haze-commoner-gold-foil/ ,commoner,abd29e19a5a694366dd0ecad457fe518_EPC–ICH–CGFoil1st
United States of America,17 Nov 2024,Wyatt Goehring – Zen – Pro Quest+ Columbus,Pro Quest+ Columbus,Blitz,Zen,1st,https://fabtcg.com/decklists/wyatt-goehring-zen-pro-quest-columbus/ ,pro quest,bf9f41b6c7e2c61c6e9177906927b4f9_WG–Z–PQColumbus1st
United Kingdom,16 Nov 2024,Jacob Clements – Verdance – Calling: Florence,Calling: Florence,Booster Draft,Verdance,1st,https://fabtcg.com/decklists/jacob-clements-verdance-calling-florence/ ,calling,09cbb0a89ddd3516872bca2de55859b9_JC–V–CFlorence1st
Netherlands,16 Nov 2024,Paul van Gijssel – Aurora – Calling: Florence,Calling: Florence,Booster Draft,Aurora,2nd,https://fabtcg.com/decklists/paul-van-gijssel-aurora-calling-florence/ ,calling,1d844d494eb1eeb1d2f0124d3d8297ff_PvG–A–CFlorence2nd
Sweden,16 Nov 2024,Jacob Trossing – Aurora – Calling: Florence,Calling: Florence,Booster Draft,Aurora,3rd,https://fabtcg.com/decklists/jacob-trossing-aurora-calling-florence/ ,calling,e665da6f4b8e644da3f7139a6c3eea4c_JT–A–CFlorence3rd
United States of America,16 Nov 2024,Brodie Spurlock – Florian – Calling: Florence,Calling: Florence,Booster Draft,Florian,3rd,https://fabtcg.com/decklists/brodie-spurlock-florian-calling-florence/ ,calling,0280a53f42e21fb3be95c2ae60001285_BS–F–CFlorence3rd
Poland,16 Nov 2024,Tomasz Żelazko – Oscilio – Calling: Florence,Calling: Florence,Booster Draft,Oscilio,5th,https://fabtcg.com/decklists/tomasz-zelazko-oscilio-calling-florence/ ,calling,2d4a7edda4ae8e00761a37510181e924_TŻ–O–CFlorence5th
United Kingdom,16 Nov 2024,Francesco Giorgio – Aurora – Calling: Florence,Calling: Florence,Booster Draft,Aurora,5th,https://fabtcg.com/decklists/francesco-giorgio-aurora-calling-florence/ ,calling,b1d0a44b9ebde3622c42668596459e9c_FG–A–CFlorence5th
United Kingdom,16 Nov 2024,Jason Rolfe – Florian – Calling: Florence,Calling: Florence,Booster Draft,Florian,5th,https://fabtcg.com/decklists/jason-rolfe-florian-calling-florence/ ,calling,545e1c002d5122aebf5286db02d83ed3_JR–F–CFlorence5th
United Kingdom,16 Nov 2024,Jack Raven – Verdance – Calling: Florence,Calling: Florence,Booster Draft,Verdance,5th,https://fabtcg.com/decklists/jack-raven-verdance-calling-florence/ ,calling,a8ac4837b61e9b23c6bf877018043d15_JR–V–CFlorence5th
United States of America,10 Nov 2024,"Michael Feng – Enigma, Ledger of Ancestry – Battle Hardened: Hiroshima",Battle Hardened: Hiroshima,Classic Constructed,"Enigma, Ledger of Ancestry",1st,https://fabtcg.com/decklists/michael-feng-enigma-ledger-of-ancestry-battle-hardened-hiroshima/ ,battle hardened,9000aefa5b5da8d0ff2eb381b3a0e388_MF–ELoA–BHHiroshima1st
Germany,10 Nov 2024,"Toni Schwarze – Enigma, Ledger of Ancestry – Battle Hardened: Hiroshima",Battle Hardened: Hiroshima,Classic Constructed,"Enigma, Ledger of Ancestry",2nd,https://fabtcg.com/decklists/toni-schwarze-enigma-ledger-of-ancestry-battle-hardened-hiroshima/ ,battle hardened,7e6476300e315d833f85c67001d52603_TS–ELoA–BHHiroshima2nd
Taiwan,10 Nov 2024,Xincheng Hou – Dash I/O – Battle Hardened: Hiroshima,Battle Hardened: Hiroshima,Classic Constructed,Dash I/O,3rd,https://fabtcg.com/decklists/xincheng-hou-dash-io-battle-hardened-hiroshima/ ,battle hardened,10392ecce41722758eb2ae3fce22fc65_XH–DI–BHHiroshima3rd
Japan,10 Nov 2024,"Shoma Yamamura – Ira, Scarlet Revenger – Battle Hardened: Hiroshima",Battle Hardened: Hiroshima,Classic Constructed,"Ira, Scarlet Revenger",3rd,https://fabtcg.com/decklists/shoma-yamamura-ira-scarlet-revenger-battle-hardened-hiroshima/ ,battle hardened,06d50f7fa25f292e8688007d69023d42_SY–ISR–BHHiroshima3rd
Brazil,10 Nov 2024,"Filipe Lima Cardoso – Enigma, Ledger of Ancestry – Battle Hardened: Hiroshima",Battle Hardened: Hiroshima,Classic Constructed,"Enigma, Ledger of Ancestry",5th,https://fabtcg.com/decklists/filipe-lima-cardoso-enigma-ledger-of-ancestry-battle-hardened-hiroshima/ ,battle hardened,e93ec3abc0d965bd1072db6b1d32e020_FLC–ELoA–BHHiroshima5th
